Time_s,Pressure_mbar,Flow_ul_min
1154.87,399.86,0.00
1155.87,399.98,0.00
1156.87,399.92,0.00
1157.87,399.98,0.00
1158.87,341.43,0.00
1159.87,261.30,0.00
1160.87,180.94,0.00
1162.88,19.91,0.00
1163.88,335.61,0.00
1164.88,253.40,0.00
1165.88,176.59,0.00
1166.88,95.81,0.00
1167.88,14.33,0.00
1168.88,-0.19,0.00
1169.89,-0.12,0.00
1170.89,-0.06,0.00
1171.89,-0.25,0.00
1172.89,-0.12,0.00
1173.89,-0.19,0.00
1174.89,-0.19,0.00
1175.89,-0.12,0.00
1176.90,-0.19,0.00
1177.90,-0.19,0.00
1178.90,-0.12,0.00
1179.90,-0.19,0.00
1180.90,-0.19,0.00
1181.90,-0.12,0.00
1182.90,-0.12,0.00
1183.90,-0.12,0.00
1184.90,-0.06,0.00
1185.91,-0.12,0.00
1187.91,-0.12,0.00
1188.91,-0.19,0.00
1189.91,-0.19,0.00
1190.91,-0.12,0.00
1191.91,-0.12,0.00
1192.91,-0.12,0.00
1193.91,-0.19,0.00
1194.91,-0.25,0.00
1195.92,-0.06,0.00
1196.92,-0.19,0.00
1197.92,-0.06,0.00
1198.92,-0.12,0.00
1199.92,-0.12,0.00
1200.94,-0.19,0.00
1201.94,-0.12,0.00
1202.94,-0.25,0.00
1203.94,-0.19,0.00
1204.94,-0.19,0.00
1205.95,-0.19,0.00
1206.95,-0.12,0.00
1207.95,-0.12,0.00
1208.95,-0.12,0.00
1209.95,-0.19,0.00
1210.95,-0.12,0.00
1211.95,-0.12,0.00
1212.95,-0.19,0.00
1213.95,-0.12,0.00
1214.95,-0.06,0.00
1215.95,-0.19,0.00
1216.96,-0.19,0.00
